Accession,Organism_Name,Species,Isolate,Segment,Length,Nuc_Completeness,Country,Host,Collection_Date,isolate_clean,country_clean,isolate_key
GU135849,Rift Valley fever virus,Phlebovirus riftense,NA,L,564,partial,Madagascar,Anopheles squamosus,2008-12-19,ACCESSION_GU135849,Madagascar,Madagascar | ACCESSION_GU135849
GU135850,Rift Valley fever virus,Phlebovirus riftense,NA,L,564,partial,Madagascar,Anopheles squamosus,2008-12-20,ACCESSION_GU135850,Madagascar,Madagascar | ACCESSION_GU135850
GU135851,Rift Valley fever virus,Phlebovirus riftense,NA,L,564,partial,Madagascar,Culex antennatus,2008-12-19,ACCESSION_GU135851,Madagascar,Madagascar | ACCESSION_GU135851
GU135852,Rift Valley fever virus,Phlebovirus riftense,NA,L,564,partial,Madagascar,Culex antennatus,2008-12-20,ACCESSION_GU135852,Madagascar,Madagascar | ACCESSION_GU135852
GU135853,Rift Valley fever virus,Phlebovirus riftense,NA,L,564,partial,Madagascar,Anopheles squamosus,2009-04-27,ACCESSION_GU135853,Madagascar,Madagascar | ACCESSION_GU135853
GU135854,Rift Valley fever virus,Phlebovirus riftense,NA,L,564,partial,Madagascar,Anopheles squamosus,2009-04-27,ACCESSION_GU135854,Madagascar,Madagascar | ACCESSION_GU135854
GU135855,Rift Valley fever virus,Phlebovirus riftense,NA,L,564,partial,Madagascar,Anopheles squamosus,2009-04-28,ACCESSION_GU135855,Madagascar,Madagascar | ACCESSION_GU135855
GU135856,Rift Valley fever virus,Phlebovirus riftense,NA,M,756,partial,Madagascar,Anopheles coustani,2008-12-19,ACCESSION_GU135856,Madagascar,Madagascar | ACCESSION_GU135856
GU135857,Rift Valley fever virus,Phlebovirus riftense,NA,M,756,partial,Madagascar,Anopheles squamosus,2008-12-19,ACCESSION_GU135857,Madagascar,Madagascar | ACCESSION_GU135857
GU135858,Rift Valley fever virus,Phlebovirus riftense,NA,M,756,partial,Madagascar,Anopheles squamosus,2008-12-20,ACCESSION_GU135858,Madagascar,Madagascar | ACCESSION_GU135858
GU135859,Rift Valley fever virus,Phlebovirus riftense,NA,M,756,partial,Madagascar,Culex antennatus,2008-12-19,ACCESSION_GU135859,Madagascar,Madagascar | ACCESSION_GU135859
GU135860,Rift Valley fever virus,Phlebovirus riftense,NA,M,756,partial,Madagascar,Culex antennatus,2008-12-20,ACCESSION_GU135860,Madagascar,Madagascar | ACCESSION_GU135860
GU135861,Rift Valley fever virus,Phlebovirus riftense,NA,M,756,partial,Madagascar,Anopheles squamosus,2009-04-27,ACCESSION_GU135861,Madagascar,Madagascar | ACCESSION_GU135861
GU135862,Rift Valley fever virus,Phlebovirus riftense,NA,M,756,partial,Madagascar,Anopheles squamosus,2009-04-27,ACCESSION_GU135862,Madagascar,Madagascar | ACCESSION_GU135862
GU135863,Rift Valley fever virus,Phlebovirus riftense,NA,M,756,partial,Madagascar,Anopheles squamosus,2009-04-28,ACCESSION_GU135863,Madagascar,Madagascar | ACCESSION_GU135863
JF311368,Rift Valley fever virus,Phlebovirus riftense,NA,L,6404,complete,Madagascar,Homo sapiens,2008-01,ACCESSION_JF311368,Madagascar,Madagascar | ACCESSION_JF311368
JF311369,Rift Valley fever virus,Phlebovirus riftense,NA,L,6404,complete,Madagascar,Homo sapiens,2008-02,ACCESSION_JF311369,Madagascar,Madagascar | ACCESSION_JF311369
JF311370,Rift Valley fever virus,Phlebovirus riftense,NA,L,6404,complete,Madagascar,Homo sapiens,2008-03,ACCESSION_JF311370,Madagascar,Madagascar | ACCESSION_JF311370
JF311371,Rift Valley fever virus,Phlebovirus riftense,NA,L,6404,complete,Madagascar,Homo sapiens,2008-03,ACCESSION_JF311371,Madagascar,Madagascar | ACCESSION_JF311371
JF311372,Rift Valley fever virus,Phlebovirus riftense,NA,L,6404,complete,Madagascar,Homo sapiens,1991-02,ACCESSION_JF311372,Madagascar,Madagascar | ACCESSION_JF311372
JF311373,Rift Valley fever virus,Phlebovirus riftense,NA,L,6404,complete,Madagascar,Bos taurus,1991-02,ACCESSION_JF311373,Madagascar,Madagascar | ACCESSION_JF311373
JF311374,Rift Valley fever virus,Phlebovirus riftense,NA,L,6404,complete,Madagascar,Bos taurus,2008-02,ACCESSION_JF311374,Madagascar,Madagascar | ACCESSION_JF311374
JF311375,Rift Valley fever virus,Phlebovirus riftense,NA,L,6404,complete,Madagascar,Bos taurus,2008-02,ACCESSION_JF311375,Madagascar,Madagascar | ACCESSION_JF311375
JF311376,Rift Valley fever virus,Phlebovirus riftense,NA,L,6404,complete,Madagascar,Bos taurus,2008-03,ACCESSION_JF311376,Madagascar,Madagascar | ACCESSION_JF311376
JF311377,Rift Valley fever virus,Phlebovirus riftense,NA,M,3885,complete,Madagascar,Homo sapiens,2008-01,ACCESSION_JF311377,Madagascar,Madagascar | ACCESSION_JF311377
JF311378,Rift Valley fever virus,Phlebovirus riftense,NA,M,3885,complete,Madagascar,Homo sapiens,2008-02,ACCESSION_JF311378,Madagascar,Madagascar | ACCESSION_JF311378
JF311379,Rift Valley fever virus,Phlebovirus riftense,NA,M,3885,complete,Madagascar,Homo sapiens,2008-03,ACCESSION_JF311379,Madagascar,Madagascar | ACCESSION_JF311379
JF311380,Rift Valley fever virus,Phlebovirus riftense,NA,M,3885,complete,Madagascar,Homo sapiens,2008-03,ACCESSION_JF311380,Madagascar,Madagascar | ACCESSION_JF311380
JF311381,Rift Valley fever virus,Phlebovirus riftense,NA,M,3885,complete,Madagascar,Homo sapiens,1991-02,ACCESSION_JF311381,Madagascar,Madagascar | ACCESSION_JF311381
JF311382,Rift Valley fever virus,Phlebovirus riftense,NA,M,3885,complete,Madagascar,Bos taurus,1991-02,ACCESSION_JF311382,Madagascar,Madagascar | ACCESSION_JF311382
JF311383,Rift Valley fever virus,Phlebovirus riftense,NA,M,3885,complete,Madagascar,Bos taurus,2008-02,ACCESSION_JF311383,Madagascar,Madagascar | ACCESSION_JF311383
JF311384,Rift Valley fever virus,Phlebovirus riftense,NA,M,3885,complete,Madagascar,Bos taurus,2008-02,ACCESSION_JF311384,Madagascar,Madagascar | ACCESSION_JF311384
JF311385,Rift Valley fever virus,Phlebovirus riftense,NA,M,3885,complete,Madagascar,Bos taurus,2008-03,ACCESSION_JF311385,Madagascar,Madagascar | ACCESSION_JF311385
JF311386,Rift Valley fever virus,Phlebovirus riftense,NA,S,1691,complete,Madagascar,Homo sapiens,2008-01,ACCESSION_JF311386,Madagascar,Madagascar | ACCESSION_JF311386
JF311387,Rift Valley fever virus,Phlebovirus riftense,NA,S,1691,complete,Madagascar,Homo sapiens,2008-02,ACCESSION_JF311387,Madagascar,Madagascar | ACCESSION_JF311387
JF311388,Rift Valley fever virus,Phlebovirus riftense,NA,S,1691,complete,Madagascar,Homo sapiens,2008-03,ACCESSION_JF311388,Madagascar,Madagascar | ACCESSION_JF311388
JF311389,Rift Valley fever virus,Phlebovirus riftense,NA,S,1691,complete,Madagascar,Homo sapiens,2008-03,ACCESSION_JF311389,Madagascar,Madagascar | ACCESSION_JF311389
JF311390,Rift Valley fever virus,Phlebovirus riftense,NA,S,1691,complete,Madagascar,Homo sapiens,1991-02,ACCESSION_JF311390,Madagascar,Madagascar | ACCESSION_JF311390
JF311391,Rift Valley fever virus,Phlebovirus riftense,NA,S,1691,complete,Madagascar,Bos taurus,1991-02,ACCESSION_JF311391,Madagascar,Madagascar | ACCESSION_JF311391
JF311392,Rift Valley fever virus,Phlebovirus riftense,NA,S,1691,complete,Madagascar,Bos taurus,2008-02,ACCESSION_JF311392,Madagascar,Madagascar | ACCESSION_JF311392
JF311393,Rift Valley fever virus,Phlebovirus riftense,NA,S,1691,complete,Madagascar,Bos taurus,2008-02,ACCESSION_JF311393,Madagascar,Madagascar | ACCESSION_JF311393
JF311394,Rift Valley fever virus,Phlebovirus riftense,NA,S,1691,complete,Madagascar,Bos taurus,2008-03,ACCESSION_JF311394,Madagascar,Madagascar | ACCESSION_JF311394
KX944866,Rift Valley fever virus,Phlebovirus riftense,M48/08,L,6404,partial,Madagascar,Bos taurus,2008,M48/08,Madagascar,Madagascar | M48/08
HQ009512,Rift Valley fever virus,Phlebovirus riftense,M48/08,M,3885,complete,Madagascar,Bos taurus,2008,M48/08,Madagascar,Madagascar | M48/08
KX944820,Rift Valley fever virus,Phlebovirus riftense,M48/08,S,1691,partial,Madagascar,Bos taurus,2008,M48/08,Madagascar,Madagascar | M48/08
HM587057,Rift Valley fever virus,Phlebovirus riftense,MgAn1002,M,490,partial,Madagascar,Bos taurus,1991,MgAn1002,Madagascar,Madagascar | MgAn1002
HM587061,Rift Valley fever virus,Phlebovirus riftense,MgAn990,M,490,partial,Madagascar,Bos taurus,1991,MgAn990,Madagascar,Madagascar | MgAn990
HM587060,Rift Valley fever virus,Phlebovirus riftense,MgAn991,M,490,partial,Madagascar,Bos taurus,1991,MgAn991,Madagascar,Madagascar | MgAn991
HM587041,Rift Valley fever virus,Phlebovirus riftense,MgAr811,M,490,partial,Madagascar,Aedes sp.,1979,MgAr811,Madagascar,Madagascar | MgAr811
HM587040,Rift Valley fever virus,Phlebovirus riftense,MgH824,M,490,partial,Madagascar,Homo sapiens,1979,MgH824,Madagascar,Madagascar | MgH824
MH880841,Rift Valley fever virus,Phlebovirus riftense,RVF41125,S,683,partial,Mali,Homo sapiens,2016,RVF41125,Mali,Mali | RVF41125
MH880842,Rift Valley fever virus,Phlebovirus riftense,RVF41318,S,683,partial,Mali,Homo sapiens,2016,RVF41318,Mali,Mali | RVF41318
OK392020,Rift Valley fever virus,Phlebovirus riftense,2018/MRT,S,821,partial,Mauritania,Culicidae,2018,2018/MRT,Mauritania,Mauritania | 2018/MRT
OK415591,Rift Valley fever virus,Phlebovirus riftense,2018/MRT/1,L,1940,partial,Mauritania,Culicidae,2018,2018/MRT/1,Mauritania,Mauritania | 2018/MRT/1
OK415593,Rift Valley fever virus,Phlebovirus riftense,2018/MRT/1,M,461,partial,Mauritania,Culicidae,2018,2018/MRT/1,Mauritania,Mauritania | 2018/MRT/1
OK415592,Rift Valley fever virus,Phlebovirus riftense,2018/MRT/2,L,4410,partial,Mauritania,Culicidae,2018,2018/MRT/2,Mauritania,Mauritania | 2018/MRT/2
OK415594,Rift Valley fever virus,Phlebovirus riftense,2018/MRT/2,M,200,partial,Mauritania,Culicidae,2018,2018/MRT/2,Mauritania,Mauritania | 2018/MRT/2
OK415595,Rift Valley fever virus,Phlebovirus riftense,2018/MRT/3,M,2066,partial,Mauritania,Culicidae,2018,2018/MRT/3,Mauritania,Mauritania | 2018/MRT/3
OK415596,Rift Valley fever virus,Phlebovirus riftense,2018/MRT/4,M,232,partial,Mauritania,Culicidae,2018,2018/MRT/4,Mauritania,Mauritania | 2018/MRT/4
KF717588,Rift Valley fever virus,Phlebovirus riftense,211856,M,680,partial,Mauritania,Homo sapiens,2010-12-05,211856,Mauritania,Mauritania | 211856
KF717591,Rift Valley fever virus,Phlebovirus riftense,211856,S,601,partial,Mauritania,Homo sapiens,2010-12-05,211856,Mauritania,Mauritania | 211856
KF717589,Rift Valley fever virus,Phlebovirus riftense,211857,M,680,partial,Mauritania,Homo sapiens,2010-12-05,211857,Mauritania,Mauritania | 211857
KF717592,Rift Valley fever virus,Phlebovirus riftense,211857,S,601,partial,Mauritania,Homo sapiens,2010-12-05,211857,Mauritania,Mauritania | 211857
KF717590,Rift Valley fever virus,Phlebovirus riftense,211977,M,680,partial,Mauritania,Homo sapiens,2010-12-05,211977,Mauritania,Mauritania | 211977
KF717593,Rift Valley fever virus,Phlebovirus riftense,211977,S,601,partial,Mauritania,Homo sapiens,2010-12-05,211977,Mauritania,Mauritania | 211977
KF648851,Rift Valley fever virus,Phlebovirus riftense,227595,M,680,partial,Mauritania,Homo sapiens,2012-11-02,227595,Mauritania,Mauritania | 227595
KF648857,Rift Valley fever virus,Phlebovirus riftense,227595,S,581,partial,Mauritania,Homo sapiens,2012-11-02,227595,Mauritania,Mauritania | 227595
KF648852,Rift Valley fever virus,Phlebovirus riftense,227598,M,680,partial,Mauritania,Homo sapiens,2012-11-02,227598,Mauritania,Mauritania | 227598
KF648858,Rift Valley fever virus,Phlebovirus riftense,227598,S,581,partial,Mauritania,Homo sapiens,2012-11-02,227598,Mauritania,Mauritania | 227598
KF648853,Rift Valley fever virus,Phlebovirus riftense,227601,M,680,partial,Mauritania,Homo sapiens,2012-11-02,227601,Mauritania,Mauritania | 227601
KF648859,Rift Valley fever virus,Phlebovirus riftense,227601,S,581,partial,Mauritania,Homo sapiens,2012-11-02,227601,Mauritania,Mauritania | 227601
KF648854,Rift Valley fever virus,Phlebovirus riftense,227602,M,680,partial,Mauritania,Homo sapiens,2012-11-02,227602,Mauritania,Mauritania | 227602
KF648860,Rift Valley fever virus,Phlebovirus riftense,227602,S,581,partial,Mauritania,Homo sapiens,2012-11-02,227602,Mauritania,Mauritania | 227602
KF648855,Rift Valley fever virus,Phlebovirus riftense,227603,M,680,partial,Mauritania,Homo sapiens,2012-11-02,227603,Mauritania,Mauritania | 227603
KF648861,Rift Valley fever virus,Phlebovirus riftense,227603,S,581,partial,Mauritania,Homo sapiens,2012-11-02,227603,Mauritania,Mauritania | 227603
KF648856,Rift Valley fever virus,Phlebovirus riftense,227608,M,680,partial,Mauritania,Homo sapiens,2012-11-02,227608,Mauritania,Mauritania | 227608
KF648862,Rift Valley fever virus,Phlebovirus riftense,227608,S,581,partial,Mauritania,Homo sapiens,2012-11-02,227608,Mauritania,Mauritania | 227608
KM210509,Rift Valley fever virus,Phlebovirus riftense,25010-24,M,3594,complete,Mauritania,Camelus,2010-10-06,25010-24,Mauritania,Mauritania | 25010-24
OR844392,Rift Valley fever virus,Phlebovirus riftense,25010-30,L,6404,complete,Mauritania,NA,NA,25010-30,Mauritania,Mauritania | 25010-30
OR844391,Rift Valley fever virus,Phlebovirus riftense,25010-30,M,3885,complete,Mauritania,NA,NA,25010-30,Mauritania,Mauritania | 25010-30
OR844390,Rift Valley fever virus,Phlebovirus riftense,25010-30,S,1691,complete,Mauritania,NA,NA,25010-30,Mauritania,Mauritania | 25010-30
KM210508,Rift Valley fever virus,Phlebovirus riftense,25010_24,S,1691,complete,Mauritania,Camelus,2010-10-06,25010_24,Mauritania,Mauritania | 25010_24
OR844389,Rift Valley fever virus,Phlebovirus riftense,2687/3,L,6404,complete,Mauritania,NA,NA,2687/3,Mauritania,Mauritania | 2687/3
OR844388,Rift Valley fever virus,Phlebovirus riftense,2687/3,M,3885,complete,Mauritania,NA,NA,2687/3,Mauritania,Mauritania | 2687/3
OR844387,Rift Valley fever virus,Phlebovirus riftense,2687/3,S,1689,complete,Mauritania,NA,NA,2687/3,Mauritania,Mauritania | 2687/3
KY366332,Rift Valley fever virus,Phlebovirus riftense,272655,M,3765,partial,Mauritania,Homo sapiens,2015,272655,Mauritania,Mauritania | 272655
KY366327,Rift Valley fever virus,Phlebovirus riftense,272659,L,6094,partial,Mauritania,Homo sapiens,2015,272659,Mauritania,Mauritania | 272659
KY366326,Rift Valley fever virus,Phlebovirus riftense,272659,M,3684,partial,Mauritania,Homo sapiens,2015,272659,Mauritania,Mauritania | 272659
KY366325,Rift Valley fever virus,Phlebovirus riftense,272659,S,1498,partial,Mauritania,Homo sapiens,NA,272659,Mauritania,Mauritania | 272659
KY366330,Rift Valley fever virus,Phlebovirus riftense,272660,L,6176,partial,Mauritania,Homo sapiens,2015,272660,Mauritania,Mauritania | 272660
KY366329,Rift Valley fever virus,Phlebovirus riftense,272660,M,3774,partial,Mauritania,Homo sapiens,2015,272660,Mauritania,Mauritania | 272660
KY366328,Rift Valley fever virus,Phlebovirus riftense,272660,S,1605,partial,Mauritania,Homo sapiens,2015,272660,Mauritania,Mauritania | 272660
DQ375395,Rift Valley fever virus,Phlebovirus riftense,NA,L,6404,complete,Mauritania,NA,1987,ACCESSION_DQ375395,Mauritania,Mauritania | ACCESSION_DQ375395
DQ375396,Rift Valley fever virus,Phlebovirus riftense,NA,L,6404,complete,Mauritania,NA,1987,ACCESSION_DQ375396,Mauritania,Mauritania | ACCESSION_DQ375396
DQ375397,Rift Valley fever virus,Phlebovirus riftense,NA,L,6404,complete,Mauritania,NA,1987,ACCESSION_DQ375397,Mauritania,Mauritania | ACCESSION_DQ375397
DQ375398,Rift Valley fever virus,Phlebovirus riftense,NA,L,6404,complete,Mauritania,NA,1987,ACCESSION_DQ375398,Mauritania,Mauritania | ACCESSION_DQ375398
DQ380177,Rift Valley fever virus,Phlebovirus riftense,NA,S,1690,complete,Mauritania,Homo sapiens,1987,ACCESSION_DQ380177,Mauritania,Mauritania | ACCESSION_DQ380177
DQ380178,Rift Valley fever virus,Phlebovirus riftense,NA,S,1690,complete,Mauritania,Homo sapiens,1987,ACCESSION_DQ380178,Mauritania,Mauritania | ACCESSION_DQ380178
DQ380179,Rift Valley fever virus,Phlebovirus riftense,NA,S,1690,complete,Mauritania,Homo sapiens,1987,ACCESSION_DQ380179,Mauritania,Mauritania | ACCESSION_DQ380179
DQ380180,Rift Valley fever virus,Phlebovirus riftense,NA,S,1692,complete,Mauritania,Homo sapiens,1987,ACCESSION_DQ380180,Mauritania,Mauritania | ACCESSION_DQ380180
DQ380183,Rift Valley fever virus,Phlebovirus riftense,NA,M,3885,complete,Mauritania,Homo sapiens,1987,ACCESSION_DQ380183,Mauritania,Mauritania | ACCESSION_DQ380183
DQ380184,Rift Valley fever virus,Phlebovirus riftense,NA,M,3885,complete,Mauritania,Homo sapiens,1987,ACCESSION_DQ380184,Mauritania,Mauritania | ACCESSION_DQ380184
DQ380185,Rift Valley fever virus,Phlebovirus riftense,NA,M,3885,complete,Mauritania,Homo sapiens,1987,ACCESSION_DQ380185,Mauritania,Mauritania | ACCESSION_DQ380185
DQ380186,Rift Valley fever virus,Phlebovirus riftense,NA,M,3885,complete,Mauritania,Homo sapiens,1987,ACCESSION_DQ380186,Mauritania,Mauritania | ACCESSION_DQ380186
EF160115,Rift Valley fever virus,Phlebovirus riftense,NA,M,726,partial,Mauritania,Homo sapiens,NA,ACCESSION_EF160115,Mauritania,Mauritania | ACCESSION_EF160115
EF160116,Rift Valley fever virus,Phlebovirus riftense,NA,M,726,partial,Mauritania,Homo sapiens,NA,ACCESSION_EF160116,Mauritania,Mauritania | ACCESSION_EF160116
EU312104,Rift Valley fever virus,Phlebovirus riftense,NA,S,1692,complete,Mauritania,Homo sapiens,1988,ACCESSION_EU312104,Mauritania,Mauritania | ACCESSION_EU312104
JQ974833,Rift Valley fever virus,Phlebovirus riftense,NA,M,859,partial,Mauritania,Camelus,2011,ACCESSION_JQ974833,Mauritania,Mauritania | ACCESSION_JQ974833
KX503063,Rift Valley fever virus,Phlebovirus riftense,FLI_MR202/13_M,M,405,partial,Mauritania,Bos taurus,2013-03-21,FLI_MR202/13_M,Mauritania,Mauritania | FLI_MR202/13_M
KX503062,Rift Valley fever virus,Phlebovirus riftense,FLI_MR202/13_S,S,371,partial,Mauritania,Bos taurus,2013-03-21,FLI_MR202/13_S,Mauritania,Mauritania | FLI_MR202/13_S
HM587122,Rift Valley fever virus,Phlebovirus riftense,OS-4,M,490,partial,Mauritania,Homo sapiens,1988,OS-4,Mauritania,Mauritania | OS-4
KY366333,Rift Valley fever virus,Phlebovirus riftense,SH272655,L,6179,partial,Mauritania,Homo sapiens,2015,SH272655,Mauritania,Mauritania | SH272655
KY366331,Rift Valley fever virus,Phlebovirus riftense,SH272655,S,1468,partial,Mauritania,Homo sapiens,2015,SH272655,Mauritania,Mauritania | SH272655
KU645396,Rift Valley fever virus,Phlebovirus riftense,RFV-Moz-Gob-T7-2014,M,547,partial,Mozambique,Capra hircus,2014-03,RFV-Moz-Gob-T7-2014,Mozambique,Mozambique | RFV-Moz-Gob-T7-2014
KU645397,Rift Valley fever virus,Phlebovirus riftense,RFV-Moz-Gob-T9-2014,M,560,partial,Mozambique,Capra hircus,2014-03,RFV-Moz-Gob-T9-2014,Mozambique,Mozambique | RFV-Moz-Gob-T9-2014
EU312124,Rift Valley fever virus,Phlebovirus riftense,NA,S,1690,complete,Namibia,Homo sapiens,2004,ACCESSION_EU312124,Namibia,Namibia | ACCESSION_EU312124
MT561461,Rift Valley fever virus,Phlebovirus riftense,Namibia_2010,L,6404,partial,Namibia,Ovis aries,2010-07-30,Namibia_2010,Namibia,Namibia | Namibia_2010
MT561460,Rift Valley fever virus,Phlebovirus riftense,Namibia_2010,M,3885,partial,Namibia,Ovis aries,2010-07-30,Namibia_2010,Namibia,Namibia | Namibia_2010
MT561459,Rift Valley fever virus,Phlebovirus riftense,Namibia_2010,S,1690,partial,Namibia,Ovis aries,2010-07-30,Namibia_2010,Namibia,Namibia | Namibia_2010
MT561464,Rift Valley fever virus,Phlebovirus riftense,Namibia_2011,L,6345,partial,Namibia,Antidorcas marsupialis,2011-07-30,Namibia_2011,Namibia,Namibia | Namibia_2011
MT561463,Rift Valley fever virus,Phlebovirus riftense,Namibia_2011,M,3830,partial,Namibia,Antidorcas marsupialis,2011-07-30,Namibia_2011,Namibia,Namibia | Namibia_2011
MT561462,Rift Valley fever virus,Phlebovirus riftense,Namibia_2011,S,1690,partial,Namibia,Antidorcas marsupialis,2011-07-30,Namibia_2011,Namibia,Namibia | Namibia_2011
MG659897,Rift Valley fever virus,Phlebovirus riftense,SA579/11,L,6404,complete,Namibia,Homo sapiens,2011,SA579/11,Namibia,Namibia | SA579/11
MG659811,Rift Valley fever virus,Phlebovirus riftense,SA579/11,M,3885,complete,Namibia,Homo sapiens,2011,SA579/11,Namibia,Namibia | SA579/11
MG659983,Rift Valley fever virus,Phlebovirus riftense,SA579/11,S,1690,complete,Namibia,Homo sapiens,2011,SA579/11,Namibia,Namibia | SA579/11
KY126678,Rift Valley fever virus,Phlebovirus riftense,SPU77/04,L,6404,complete,Namibia,Homo sapiens,2004,SPU77/04,Namibia,Namibia | SPU77/04
KY126703,Rift Valley fever virus,Phlebovirus riftense,SPU77/04,M,3885,complete,Namibia,Homo sapiens,2004,SPU77/04,Namibia,Namibia | SPU77/04
KY196500,Rift Valley fever virus,Phlebovirus riftense,SPU77/04,S,1690,complete,Namibia,Homo sapiens,2004,SPU77/04,Namibia,Namibia | SPU77/04
MG897464,Rift Valley fever virus,Phlebovirus riftense,NA,S,741,partial,Niger,Homo sapiens,2016,ACCESSION_MG897464,Niger,Niger | ACCESSION_MG897464
MG897465,Rift Valley fever virus,Phlebovirus riftense,NA,S,794,partial,Niger,Homo sapiens,2016,ACCESSION_MG897465,Niger,Niger | ACCESSION_MG897465
MG897467,Rift Valley fever virus,Phlebovirus riftense,NA,M,550,partial,Niger,Homo sapiens,2016,ACCESSION_MG897467,Niger,Niger | ACCESSION_MG897467
PQ753146,Rift Valley fever virus,Phlebovirus riftense,RW003,L,494,partial,Rwanda,Anopheles ziemanni,2022-04-26,RW003,Rwanda,Rwanda | RW003
PQ753151,Rift Valley fever virus,Phlebovirus riftense,RW003,M,551,partial,Rwanda,Anopheles ziemanni,2022-04-26,RW003,Rwanda,Rwanda | RW003
PQ753147,Rift Valley fever virus,Phlebovirus riftense,RW004,L,494,partial,Rwanda,Anopheles ziemanni,2022-04-27,RW004,Rwanda,Rwanda | RW004
